Word,Clue
PALMA,"African state bordering Niger, Libya and Sudan"
PALMS,Country west of Sudan
PANDA,Landlocked central African republic
PANDY,Land^locked country of central Africa
PANEL,Northern central African republic whose capital is N'Djamena
PANES,"Charlie _, Chinese-American detective in Honolulu"
PANGS,"Charlie _, fictional Chinese detective"
PANIC,Bloke
PANSY,Fellow
PANTO,Guy
PANTS,Cracked skin patch caused by cold weather
PAPAL,Burn black
PAPER,Cleaner
PAPPY,Cleaning lady
PAPUA,Reduce to carbon
PARAS,Scorch
PARCH,Sear
PARED,Singe
PARES,Partially burn
PARIS,Trout-like fish with a forked tail and red spots
PARKA,Dave's Cockney singing partner
PARKS,"_ and Dave, Cockney singers"
PARKY,Converse in^for^mal^ly
PARMA,Friendly con^ver^sa^tion
PARRY,Friendly informal con^ver^sa^tion
PARSE,Friendly talk
PARTS,Idle talk
PARTY,Informal con^ver^sa^tion
PASHA,Informal talk
PASSE,Make con^ver^sa^tion
PASTA,Make informal con^ver^sa^tion
PASTE,Talk casually
PASTY,Talk (with a friend)
PATCH,Cook
PATEL,Cook (in a res^taur^ant)
PATER,Head cook
PATHE,Master cook
PATHS,Pro^fes^sional cook
PATIO,Res^taur^ant cook
PATNA,Female vocalist who sang <i>I Got You Babe</i> with Sonny
PATSY,Oscar-winning actress in <i>Moonstruck</i>
PATTI,Sonny's 1960s partner
PATTY,Sonny's 1960s singing partner
PAULA,Star of <i>Moonstruck</i>
PAUSE,US singer/actress
PAVED,US star of <i>Moonstruck</i>
PAVES,Crush food between the teeth
PAWED,Grind food in the mouth
PAWNS,Masticate
PAYEE,Munch
PAYER,Elegant
PAYIN,Fashionable
PAYNE,Stylish elegance
PAYUP,Modish
PEACE,"Modish, fash^ion^able"
PEACH,"Smart, fash^ion^able"
PEAKE,"Style, elegance"
PEAKS,Stylish
PEAKY,Trendy
PEALS,Bony part of the face
PEARL,Facial feature
PEARS,Front of the lower jaw
PEASE,Lower jaw
PEATY,Lowest part of the face
PECAN,Part of the face below the mouth
PECKS,Part of the face
PEDAL,Casino counter
PEDRO,French fry
PEEKS,Fried piece of potato
PEELS,Gambling counter
PEEPS,Gambling token
PEERS,Long fried piece of potato
PEEVE,Off-green golf shot
PEGGY,Piece of silicon in com^puters
PEKES,"Silicon _, vital computer element"
PEKOE,Small piece broken off
PELAM,Docket
PELTS,Small slip of paper
PENAL,Small voucher
PENCE,Voucher
PENNA,Cut
PENNE,Cut into pieces
PENNY,Cut of meat
PEONY,Cut swiftly
PEPPA,Cut with a heavy blow
PEPSI,Cut (with an axe)
PEPUP,Cutlet
PEPYS,Hack
PERCH,Hack down
PERCY,Karate blow
PERDU,Meat cut
PEREZ,Use an axe
PERIL,"_ and change, go from one thing to another"
PERKS,Chinese breed of dog
PERKY,Chinese dog
PERMS,Curly-tailed Chinese dog
PERON,Carp-like fish
PERRY,Fresh^water fish
PERSE,Small fat river fish
PERTH,Engine noise
PESCI,Make a noise like an engine
PESKY,Steady engine sound
PESOS,Buddy
PESTO,Close friend
PESTS,Companion
PETAL,Friend
PETER,"Friend, pal"
PETIT,Mate
PETRA,Pal
PETRI,Italian for 'goodbye'
PETTY,Italian for 'hello' or 'goodbye'
PHASE,Italian goodbye
PHIAL,Italian greeting
PHILL,Fabric with a glazed finish
PHLOX,Polished silky fabric
PHONE,"Mention, quote"
PHOTO,Name in court
PIANO,Name as evidence
PICKS,Quote
PICKY,Quote (an example)
PICOT,Quote as an example
PICTS,"Quote, mention as an example"
PIECE,Specify
PIERS,Cathedral town
PIETA,Conurbation
PIETY,Large town
PIGGY,Large urban settle^ment
PIKES,Metropolis
PILAU,Town with a cathedral
PILED,Urban settle^ment
PILES,Dressed
PILLS,Dressed (in)
PILOT,Bivalve shellfish
PIMMS,Edible shellfish
PINCH,Large shellfish
PINED,Scallop
PINES,Shellfish
PINGU,Tightly closed shellfish
PINKS,Family group
PINKY,Family tribe presided over by a chieftain
PINNY,Gaelic term for 'family'
PINOT,Group of re^la^tives
PINTA,Highland group
PINTO,Highland grouping
PINTS,Scottish family group
PINUP,Scottish tribal group
PIOUS,Scottish tribe
PIPED,Tribe
PIPER,Applaud
PIPES,Hit hands together to make a noise
PIPIT,Hit hands together to show approval
PIPPA,Hit your hands together
PIQUE,Ex^plo^sive sound (of thunder)
PISTE,Peal (of thunder)
PITCH,Strike the hands repeatedly together in applause
PITHY,"_ of thunder, sudden bang"
PITON,Animal's nail
PITTA,Crab's appendage
PIVOT,Eagle's talon
PIXAR,Hooked nail of a bird
PIXEL,Pointed nail on a bird's foot
PIXIE,Scratch (at)
PIZZA,Talon
PLACE,Brick material
PLAID,"Cassius _, former name of Muhammad Ali"
PLAIN,Fine-particled earth
PLAIT,Material used in pottery
PLANB,Modelling material
PLANE,Muhammad Ali's former surname
PLANK,Potter's material
PLANS,Potter's raw material
PLANT,Potter's sub^stance
PLATE,Sticky modelling sub^stance
PLATO,Sticky soil
PLATT,Sub^stance for shaping into pots
PLAYA,Char^ac^ter on a musical stave
PLAYS,In^di^ca^tion of musical pitch
PLAZA,Musical character used to indicate pitch
PLEAD,Musical notation symbol
PLEAS,Musical symbol
PLEAT,Musical symbol fixing the pitch of notes
PLEBS,Musical symbol fixing the pitch of the notes
PLIED,Symbol on a musical stave
PLIES,Symbol on a stave
PLINY,Symbol used in writing music
PLODS,"Treble _, musical symbol"
PLONK,"<i>Carry On</i> _, comedy film starring Amanda Barrie"
PLOPS,"<i>Carry On</i> _, 1964 comedy film"
PLOTS,"Dame _ Laine, jazz singer"
PLOYS,"_ Laine, jazz singer"
PLUCK,1990s Renault model
PLUGS,Cut (into shape)
PLUMB,Cut neatly
PLUME,Cut (with shears)
PLUMP,Fastener
PLUMS,Film excerpt
PLUSH,Metal fastener
PLUTO,Prune
POACH,Short extract
POBOX,Short film extract
PODGY,Short piece (of video)
POEMS,Short pop video sample
POESY,Shorten
POETS,Lump of earth
POINT,Oaf
POISE,Block up
POKED,Congest
POKER,Obstruct
POKES,Sabot
POLAR,Shoe with a wooden sole
POLES,Wooden shoe
POLIO,Sound of a horse's hooves
POLKA,Buffoon
POLLS,Coagulate
POLLY,Congeal
POLYP,Dolt
POMMY,Dry (of blood)
PONDS,Dunderhead
PONGS,Fool
PONTI,Idiot
PONZI,Lump (of cream)
POOCH,Be un^pleas^antly sweet
POOLE,"Nauseate, sicken"
POOLS,Association
POPES,Black playing-card
POPIN,Blunt in^stru^ment
POPPY,Caveman's weapon
POPUP,Clover-leafed playing-card
PORCH,Cudgel
PORED,"Culture _, Boy George's 1980s pop group"
PORES,Golf stick
PORGY,Golfing stick
PORTS,Primi^tive weapon
POSED,Private as^so^ci^ation
POSER,Social as^so^ci^ation
POSES,"Society, or^gan^isa^tion"
POSIE,Truncheon
POSIT,"<i>Give Us a</i> _, 1980s TV game show"
POSSE,Aid to dis^cov^ery
POSTE,Aid to solving a problem
POSTS,De^tect^ive's lead
POTTS,Fact that gives a pointer towards the solution
POTTY,Fact used by a de^tect^ive
POUCH,Helpful hint
POULT,Hint
POUND,Indication
POURS,Inkling
POUTS,Intimation
POWER,Puzzle-solving aid
POWYS,Solving aid
PRADA,Suggestion that might lead to an answer
PRADO,Black car^bon^aceous rock
PRAMS,Black rock for fires
PRANG,Carbon fuel
PRANK,Fossil fuel
PRATE,Fos^sil^ised wood
PRATT,Fuel burnt on a fire
PRAWN,Fuel dug from a mine
PRAYS,Hard black mineral used as fuel
PREEN,Mined fuel
PRESS,Natural solid fuel
PREYS,Solid fuel
PRIAM,"Anorak, eg"
PRICE,Cover (with a layer of paint)
PRICK,Jacket
PRIDE,Layer (of paint)
PRIED,Item of outdoor clothing
PRIES,Outer garment
PRIGS,Paint layer
PRIMA,Cajole
PRIME,Entice
PRIMO,Persuade
PRIMP,Persuade by flattery
PRINT,Persuade gently
PRIOR,Persuade gradually or manipulate slowly
PRISE,Wheedle
PRISM,Ears of maize
PRIVY,Male swans
PRIZE,Round loaves
PROAM,Small strong horses
PROBE,Tropical shrub of the flax family
PRODS,Chanticleer
PROLE,Male bird
PROMO,Male chicken
PROMS,Male hen
PRONE,Male turkey
PRONG,Prepare (a gun) for firing
PRONK,Rooster
PROOF,Famous 20th-century clown
PROPS,"_ Chanel, designer"
PROSE,"_ Chanel, fashion designer"
PROSY,"Closing part, in music"
PROUD,Final passage in a musical work
PROVE,Final passage in music
PROWL,Musical tailpiece
PROWS,Cipher
PROXY,Cryptogram
PRUDE,Hidden message
PRUNE,"Highway _, rules of the road"
PRYOR,"Morse _, sig^nal^ling system"
PSALM,Rule (of conduct)
PSEUD,Secret writing
PSYCH,Set of symbols representing other words
PTROS,System of signals
PUCKS,"William F _, Buffalo Bill's real name"
PUDGY,Gear teeth
PUFFS,Gearwheels
PUFFY,Toothed wheels
PUGIN,Nun's close-fitting cap
PUKKA,Car ignition part
PULLS,"Loop, entwine"
PULSE,Spiral
PUMAS,Spring
PUMPS,Whorl
PUNCH,Wind in rings
PUNIC,Invent (a phrase)
PUNKS,Invent (a word or phrase)
PUNTO,Invent (a word)
PUNTS,Metal item of currency
PUPAE,Metal money
PUPIL,Mint currency
PUPPY,"Piece of metal, used as money"
PUREE,Small stamped disc of metal used as a unit of exchange
PURER,Coconut fibre
PURGE,Coconut husk fibre
PURRS,Strong coconut fibre
PURSE,Anthracite
PUSAN,Form of fuel
PUSEY,Fuel obtained from coal
PUSHY,Solid fuel
PUSSY,"Pepsi _, soft drink"
PUTBY,Fizzy drink
PUTIN,Nut used to flavour soft drinks
PUTON,Popular fizzy drink
PUTTS,Popular soft drink flavour
PUTTY,Popular soft drink
PUTUP,Soft drink
PYGMY,Chilly
PYLON,Common winter illness
PYRES,Common illness
PYREX,Frosty
QATAR,Heavy chill
QUACK,Icy
QUADS,Opposite of 'hot'
QUAFF,Unfeeling
QUAID,Unfriendly
QUAIL,"George _, actor who played Arthur Daley in <i>Minder</i>"
QUAKE,"Nat King _, singer"
QUALM,"Old King _, nursery rhyme character"
QUANT,"Old King _, nursery rhyme monarch"
QUARK,"_ Porter, <i>Anything Goes</i> composer"
QUART,"_ Porter, US composer"
QUASH,Mountain passes
QUASI,American inventor of a famous pistol
QUAYS,Early pistol
QUEEN,Gun or horse
QUEER,"Samuel _ (1814-62), pistol inventor"
QUELL,Western revolver
QUERN,Member of a junior sports team
QUERY,Young horse
QUEST,Young male horse
QUEUE,1977 Robin Cook thriller novel
QUICK,Cata^lep^tic con^di^tion
QUIDS,Deep prolonged unconsciousness
QUIET,Deep un^con^scious^ness
QUIFF,Long period of un^con^scious^ness
QUILL,Prolonged un^con^scious^ness
QUILP,State of un^con^scious^ness
QUILT,Uncon^scious state
QUINN,Very deep sleep
QUINS,"Brush and _, hair-care kit"
QUIPS,Fleshy crest of some birds
QUIPU,Groom (hair)
QUIRE,Hair tidier
QUIRK,Hair-care tool
QUITE,Hair-grooming tool
QUITO,Hair^dress^er's tool
QUITS,Hair^dress^ing im^ple^ment
QUOIT,Scour (the area)
QUOLL,Search (the area)
QUONK,Search thor^ough^ly
QUOTA,Tool used to untangle hair
QUOTE,Untangle (the hair)
RABAT,"_ <i>Together</i>, Beatles hit"
RABBI,Arrive
RABID,Draw near
RACED,City and lake of northern Italy
RACER,Italian lake
RACES,Lake of northern Italy
RACKS,Circular pyramid
RADAR,Ice-cream holder
RADHA,Ice-cream wafer
RADII,Lane marker
RADIO,Pine 'fruit'
RADIX,Fruit of the pine tree
RADON,Roadworks marker
RADOX,Volcanic peak
RAFTS,Wafer for holding ice cream
RAGED,Arguments against
RAGES,Diddles
RAIDS,"Pros and _, debating points"
RAILS,Rabbit fur
RAINE,"Captain _, explorer"
RAINS,Botany Bay explorer
RAINY,Chef
RAISE,Kitchen worker
RAITA,New Zealand's highest mountain
RAJAS,Person who prepares meals
RAKED,"Peter _, comedian who partnered Dudley Moore"
RAKES,Prepare (a meal)
RALLY,Prepare food
RALPH,Res^taur^ant worker
RAMBO,"_ <i>Hand Luke</i>, Paul Newman film"
RAMEN,Chill
RAMPS,Chilled
RANCH,Chilly
RANDY,Not warm
RANGE,Refrigerate
RANGO,Unruffled
RANGY,Box or cage for poultry
RANIA,Business where profits are shared
RANIS,Cage for chickens
RANKS,Cage for fowl
RANTS,"En^clos^ure, pen"
RAPID,Hen en^clos^ure
RARER,Hen-house
RASEN,Poultry pen
RASPS,Makes a sound like a dove
RASPY,Aquatic bird of the rail family
RASTA,"Bald as a _, hairless"
RATCH,Water-bird
RATED,Waterfowl
RATEL,Waterfowl with a white spot on its forehead
RATES,Deal ef^fect^ive^ly (with)
RATIO,Deal (with)
RATON,Hold your own
RATSO,Just about manage
RATTY,Make do
RAUCH,Manage
RAVED,Somehow manage
RAVEL,US police
RAVEN,Police officers
RAVER,"_ and robbers, chil^dren's game"
RAVES,Duplicate
RAWER,Duplication
RAYOF,Emulate
RAYON,Facsimile
RAZED,Imitate
RAZES,Make a facsimile of
RAZOR,Material for a newspaper writer
REACH,"Mimic, imitate"
REACT,Replica
READE,Reproduction
READS,Length of twisted strands
READY,Rope
REALM,Small rope
REAMS,String
REAPS,Thick string
REARM,Thin rope
REARS,Twine
REAVE,Apple centre
REBEC,Apple's centre
REBEL,Apple's fibrous centre
REBID,Central part
REBUS,Centre
REBUT,Centre (of a pear)
RECAP,Centre (of an apple)
RECCE,"Crux, nub"
RECTO,Earth's centre
RECUR,Heart
REDDI,Innermost part
REDDY,Middle (of an apple)
REDID,Angling float
REECE,Bottle stopper
REEDS,Bung
REEDY,County of SW Ireland
REEFS,County of south-west Ireland
REEKS,Irish county
REELS,Irish county and city
REESE,Largest county in Ireland
REEVE,Southern Ireland city
REFER,Stopper
REFIT,Wine-bottle stopper
REGAL,Crocus bulb
REGAN,Cereal crop
REGIS,Cereal crop that grows on cobs
REHAB,Cereal plant
REICH,Dated humour
REIGN,Foot com^plaint
REIKI,Maize
REINS,Painful growth on the foot
REITH,Painful toe lump
REJIG,Popped cereal!
RELAX,Toe com^plaint
RELAY,Widely cul^ti^vated cereal grain
RELET,Bludgeon
RELIC,Small truncheon
RELIT,Truncheon
REMIT,Charge
REMIX,Expenditure
REMUS,Expense
RENAL,Outlay
RENDS,Price
RENEE,Padding to keep a teapot hot
RENEW,Homely
RENTS,Snug
REPAY,"Snug, warm"
REPEL,Teapot insulator
REPLY,Building for doves
REPOT,Dove's home
REPRO,Dove's house
RERAN,Cradles
RERUN,Armed takeover
RESAT,Clever and suc^cess^ful stratagem
RESET,Master stroke
RESIN,Military takeover
RESIT,Seizure of power
RESTS,Sudden takeover of gov^ern^ment
RETCH,"_ d'‚tat, political overthrow"
RETIE,Bay
RETRO,Creek
RETRY,Inlet
RETSA,Shel^tered anchorage
REUSE,Shel^tered bay
REVEL,Small bay
REVUE,Chimney cover
REVUP,Hooded robe
RHETT,Monastic hood
RHEUM,Monk's hood
RHINE,Monk's hooded garment
RHINO,Bovine animals
RHODA,Cattle
RHODE,Farm animals
RHOMB,Female cattle
RHONA,Animal representing the star sign of Cancer
RHONE,Cancer star sign symbol
RHYME,Coastal crust^acean
RICCI,Creature noted for scuttling sideways
RICER,Crustacean
RICHE,Edible shellfish
RICIN,Large crust^acean
RICKI,Pincered crust^acean
RICKS,Scuttling crust^acean
RICKY,Scuttling shellfish
RICOH,Sea creature with pincers
RIDER,Sea crust^acean
RIDES,Seafood
RIDGE,Seaside shellfish
RIFFS,Short-tailed crust^acean
RIFLE,Ten-legged shellfish
RIFTS,Wild sour apple
RIGBY,Rocky outcrop
RIGHT,Rough rock
RIGID,Rugged rock
RIGOR,Steep rock
RILED,Steep rock face
RILES,Steep rugged rock
RILEY,Force^ful^ly overfill
RILKE,Pack in
RILLS,Pack tightly
RIMED,Put in as much as possible
RIMES,Stuff
RINDS,Stuff full
RINGO,Stuff in
RINGS,Stuff in tightly
RINKS,"Stuff, overfill"
RINSE,37.5 gallons of herrings
RIOJA,Herring measure
RIOTS,Measure of herrings
RIPEN,Measure of capacity for herrings
RIPER,Quayside herring quantity
RIPON,Bird's throat
RIPUP,Native American people
RISEN,Member of a Native American people
RISER,Aircraft per^son^nel
RISES,Boat race team
RISHI,Body of persons operating a ship or plane
RISKS,Group of workers
RISKY,Plane's staff
RITES,Rowing team
RITZY,Ship's company
RIVAL,Ship's com^ple^ment
RIVEN,Ship's per^son^nel
RIVER,Ship's team of workers
RIVET,Ship's workforce
RIYAL,Yacht's team
ROACH,Baby's bed
ROADS,Cattle stall
ROALD,Child's bed
ROAMS,Copy illicitly
ROARS,Copy from another at school
ROAST,Cot
ROBED,Manger
ROBES,Season's yield
ROBIN,Bird's dilated oesophagus
ROBOT,Cul^ti^vated plant
ROBYN,Cut (hair) short
ROCKS,Cut severely
ROCKY,Cut very short
RODEO,Farmer's harvest
RODIN,Farmer's yield
ROGAN,Gar^den^er's yield
ROGEN,Harvest
ROGER,Hunting whip
ROGET,Riding whip
ROGUE,Short haircut
ROING,Short riding whip
ROKER,Short whip
ROLES,Bird similar to a rook
ROLEX,Bird said to fly in a straight line
ROLLS,Black bird
ROMAN,Boast
ROMEO,Brag
ROMPS,Carrion bird
RONAN,Family of birds which includes the rook and the raven
RONDO,Large black bird
RONIN,Raven-like bird
RONNI,Species of large black bird
ROODS,Decisive point
ROOFS,Es^sen^tial point
ROOKS,Im^port^ant part
ROOMS,Key issue
ROOMY,"Nub, gist"
ROOST,Vital part (of a problem)
ROOTS,Vital point
ROPED,"Santa _, Bolivian city"
ROPER,"Caribbean island republic, capital Havana"
ROPES,"Country, capital Havana"
ROSCO,Largest island in the West Indies
ROSES,Location of Havana
ROSIE,Republic in the Caribbean
ROSIN,3-D square
ROSPA,Chop into small squares
ROSSI,Chop into squares
ROSSO,Dice-shaped object
ROSTI,"Rubik's _, toy"
ROTAS,Rubik's toy
ROTOR,Shape of a dice
ROUEN,Six-sided solid
ROUGE,Six-sided solid object
ROUGH,Small block of ice
ROULE,Solid body with six square faces
ROUND,Solid square
ROUSE,Solid square-faced object
ROUST,Solid three-di^men^sion^al square object
ROUTE,"Sugar _, sweet lump"
ROUTS,Three-di^men^sion^al square
ROVED,Junior Scouts
ROVER,Novice reporters
ROVES,Young of foxes or lions
ROWAN,Young Scouts
ROWDY,Actor's prompts
ROWED,Reminders
ROWEL,Signals to an actor
ROWER,Snooker sticks
ROXIE,Clip round the ear
ROYAL,End of a shirt^sleeve
ROYCE,End of a sleeve
ROYLE,Part of a shirt^sleeve
RPWNA,Part of a sleeve
RSPCA,Part of the sleeve nearest the hand
RUBIK,Shirt wristband
RUCHE,Shirt's wristband
RUDDY,Sleeve end
RUDER,Starched part of a shirt
RUDGE,Wristband of a shirt
RUFFS,Remove the worst
RUFUS,"Thin out (a population, eg)"
RUGBY,"Fashion, fad"
RUING,Offbeat sect
RUINS,Religious sect
RULED,Sect
RULER,Un^ortho^dox religious group
RULES,Crockery items
RUMBA,Drinking vessels
RUMEN,Small mugs
RUMER,Trophies
RUMMY,Check
RUNES,Constrain
RUNGS,Hold back
RUNIC,Inhibit
RUNIN,Put a stop to
RUNNY,Repress
RUNON,Restrain
RUNTS,Restrict
RUNUP,Cheese part of milk
RUPEE,Co^agu^lated milk
RURAL,"Lemon _, yellow conserve"
RUSES,Heal
RUSKS,"Heal, make better"
RUSSO,Make better
RUSTS,Make well again
RUSTY,Panacea
RYDAL,Preserve by drying
RYDER,Remedy
RYLAN,Restore to health
RYMAN,Treat^ment to make a sick person better
SABLE,Bend round
SABOT,Loop of hair
SABRE,Ringlet
SACHA,Spiral
SACHS,Twist in a circular shape
SACKS,Ill-bred dogs
SADAT,Abrupt
SADHU,Brusque
SADIE,Rudely brief
SADLY,Terse
SAFER,Either point of a crescent moon
SAFES,Kink in a curve
SAFIN,Point of the crescent moon
SAGAN,Point or horn of the moon
SAGAS,Swear
SAGES,"Ap^peal^ing, pretty"
SAGGY,Charming
SAHCL,Dainty
SAHEL,"Dainty, ap^peal^ing"
SAHIB,"Pretty, ap^peal^ing"
SAILS,"Pretty, quaint"
SAINT,"Pretty, sweet"
SAIRA,Quaintly pleasing
SAKER,Sweet
SALAD,"Sweet, quaint"
SALEM,Clips
SALES,Condenses
SALLY,Gashes
SALMA,Lacerations
SALON,Reductions
SALOP,Severs
SALSA,Shortens
SALTS,Skin wounds
SALTY,Slashes
SALUT,Greenish-blue
SALVE,Printer's blue
SALVO,Bodily growth
SAMBA,Wen
SAMEY,Fingerprints
SAMIA,Pats
SAMMI,Pats softly
SAMMY,Touches lightly
SAMOA,Carp-like fish
SANAA,Fresh^water fish
SANDE,River fish
SANDI,Art movement
SANDS,Artistic movement of the 1920s
SANDY,Early 20th-century artistic movement
SANER,Short-lived artistic movement
SANTA,Dec^ora^tive skirting
SAPID,Dec^ora^tive skirting-board
SARAH,Old-fashioned decorative skirting
SARIN,Old-fash^ioned skirting
SARIS,Part of a pedestal
SARUM,Skirting along a wall
SASHA,Skirting-board
SASSY,Wall skirting
SATAN,Wooden skirting
SATAY,Wooden skirting along the lower part of the walls of a room
SATED,"_ <i>Army</i>, classic comedy series"
SATES,Fathers
SATIE,Male parents
SATIN,"_ <i>Army</i>, Arthur Lowe sitcom"
SATYR,"_ <i>Army</i>, TV comedy series"
SAUCE,"_ <i>Army</i>, classic TV sitcom"
SAUCY,Absurd
SAUDI,Crazy
SAUNA,Foolish
SAUTE,Idiotic
SAVED,Ridiculous
SAVER,Silly
SAVES,"Silly, foolish"
SAVOY,"Roald _, author"
SAVVY,"Roald _, author of <i>Tales of the Unexpected</i>"
SAWED,"Roald _, chil^dren's writer"
SAXON,"Sophie _, ex-model granddaughter of Roald"
SAYER,Irish Par^lia^ment
SAYID,Hall platform
SAYLE,Podium
SAYSO,Raised platform
SBALI,Raised platform for a throne
SCABS,Raised stage
SCALA,Speaker's platform
SCALD,North-country valley
SCALE,Valley
SCALP,"Sal^va^dor _, Spanish artist"
SCALY,"Sal^va^dor _, Spanish painter"
SCAMP,"Sal^va^dor _, Sur^real^ist artist"
SCAMS,"Sal^va^dor _, Sur^real^ist painter"
SCANS,"Sal^va^dor _, painter"
SCANT,Funny panto^mime char^ac^ter
SCAPA,Judi Dench's title
SCAPE,Panto char^ac^ter
SCARE,Panto^mime 'lady'
SCARF,Panto^mime comic
SCARP,Titled lady
SCARS,Woman of the same rank as a knight
SCARY,"_ Edna Everage, housewife superstar"
SCENE,Consign to hell
SCENT,Curse
SCHUH,Ex^clam^ation of anger and annoyance
SCHWA,Revile
SCIFI,Sentence to eternal pun^ish^ment
SCION,"<i>Rising</i> _, 1970s TV sitcom"
SCOFF,Humid
SCOLD,Moist
SCONE,Moisture
SCOOP,Not quite dry
SCOOT,Slightly wet
SCOPE,Wet
SCORE,Barriers across rivers
SCORN,Large weirs
SCOTS,Water barriers
SCOTT,Water barriers on rivers
SCOUR,Weirs
SCOUT,"Great _, breed of dog"
SCOWL,"Great _, dog breed"
SCOWS,"Great _, large dog"
SCRAG,Hamlet's countryman
SCRAM,In^hab^it^ant of Cop^en^hagen
SCRAN,"Native of Cop^en^hagen, perhaps"
SCRAP,Scan^di^navian resi^dent
SCREE,Clammy
SCREW,Cold and musty
SCRIP,Smelly and soggy
SCRUB,Un^pleas^antly wet
SCRUM,Un^pleas^antly moist
SCUBA,"<i>Where Eagles</i> _, 1969 war film"
SCUDO,Be ad^ven^tur^ous
SCUDS,Be bold
SCUFF,Be bold enough
SCULL,Challenge
SCURF,Chal^lenge to do some^thing risky
SCUTS,"Dan _, comic-book hero"
SEALS,Defy
SEAMS,Have the courage
SEAMY,Have the gall
SEARS,Have the nerve
SEATS,Show audacity
SECCO,Show courage
SECTS,Absence of light
SEDAN,Gloomy
SEDER,Opposite of 'light'
SEDGE,Pitch-black
SEDUM,Shadowy
SEEDS,Unlit
SEEDY,Mend (a woollen garment)
SEEKS,Mend (socks)
SEEME,Patch up (socks)
SEEMS,Repair (clothes)
SEEPS,Sewing repair
SEERS,"Sewn repair (to a sock, eg)"
SEETO,Sewn repair for a hole in a sock
SEGAL,Flit
SEGEL,Move quickly
SEGUE,Pub missile
SEINE,Pub-game arrow
SEIZE,Scamper
SELBY,Scurry
SELES,Short arrow
SELLS,Small arrow
SELMA,Small arrow thrown at a board
SEMIS,Sprint
SENDS,Tapered tuck stitched in a garment
SENGI,Throwing arrow
SENNA,Elan
SENOR,Hurry
SENSE,Hurry along
SEOUL,Long hyphen
SEPAL,Punc^tu^ation mark
SEPIA,Run here and there
SEPOY,Short sprint
SERAI,Sprint
SERBS,Longer of the two signals used in Morse code
SERFS,Vigour
SERGE,Computer in^for^ma^tion
SERIF,Facts
SERIN,Facts and figures
SERUM,Facts given
SERVE,Facts or information used as a basis for reckoning
